,year,divorce,happy,female,unem10
9080,2000,0,2,0,0.0
9082,2000,0,3,0,1.0
9089,2000,0,2,0,1.0
9096,2000,0,2,0,1.0
9100,2000,0,2,1,0.0
9106,2000,0,3,0,1.0
9107,2000,1,2,1,0.0
9108,2000,0,2,1,0.0
9111,2000,0,3,0,0.0
9113,2000,0,1,0,0.0
9116,2000,0,1,1,1.0
9117,2000,0,3,0,0.0
9118,2000,0,2,0,0.0
9120,2000,1,2,1,1.0
9123,2000,0,2,0,1.0
9124,2000,0,1,1,1.0
9126,2000,1,2,0,0.0
9127,2000,0,3,1,1.0
9129,2000,0,2,1,1.0
9135,2000,0,2,1,0.0
9137,2000,0,2,1,0.0
9138,2000,0,1,1,1.0
9142,2000,1,2,0,0.0
9143,2000,0,3,1,0.0
9144,2000,1,3,0,0.0
9145,2000,0,3,0,0.0
9147,2000,0,3,1,1.0
9148,2000,0,3,0,0.0
9152,2000,0,3,0,0.0
9153,2000,0,2,1,0.0
9164,2000,0,1,1,0.0
9169,2000,0,1,1,1.0
9170,2000,0,3,1,1.0
9172,2000,0,3,0,0.0
9173,2000,0,2,0,0.0
9175,2000,0,2,1,0.0
9178,2000,0,2,1,0.0
9179,2000,0,2,1,0.0
9183,2000,1,2,0,0.0
9184,2000,0,3,1,0.0
9185,2000,0,3,1,1.0
9188,2000,0,2,1,0.0
9189,2000,1,2,0,0.0
9191,2000,0,2,1,0.0
9192,2000,0,2,0,0.0
9193,2000,0,2,1,0.0
9197,2000,0,2,1,0.0
9207,2000,0,3,0,0.0
9211,2000,0,2,1,1.0
9213,2000,0,2,0,1.0
9214,2000,0,3,1,1.0
9217,2000,0,2,0,0.0
9221,2000,0,3,1,0.0
9222,2000,0,3,1,0.0
9224,2000,0,2,1,1.0
9227,2000,1,2,0,1.0
9232,2000,0,3,1,0.0
9233,2000,0,2,0,0.0
9234,2000,0,3,0,0.0
9237,2000,0,3,0,1.0
9239,2000,0,2,1,1.0
9240,2000,0,2,0,1.0
9243,2000,0,2,1,1.0
9246,2000,0,3,1,0.0
9247,2000,0,3,0,0.0
9248,2000,0,3,1,0.0
9255,2000,0,2,1,1.0
9256,2000,0,2,0,1.0
9258,2000,0,2,0,0.0
9264,2000,0,3,0,0.0
9268,2000,1,2,0,0.0
9270,2000,1,2,0,0.0
9273,2000,0,3,0,0.0
9276,2000,1,2,1,0.0
9278,2000,0,1,1,0.0
9283,2000,1,1,1,0.0
9293,2000,0,2,0,0.0
9305,2000,0,3,0,1.0
9307,2000,1,2,1,1.0
9310,2000,1,3,1,0.0
9311,2000,1,3,1,0.0
9312,2000,0,2,1,0.0
9313,2000,1,3,1,0.0
9314,2000,1,3,1,0.0
9315,2000,0,2,0,1.0
9316,2000,0,2,1,1.0
9318,2000,0,2,1,0.0
9321,2000,0,3,0,0.0
9324,2000,0,3,0,0.0
9326,2000,0,3,1,1.0
9328,2000,0,2,1,0.0
9333,2000,0,2,1,0.0
9335,2000,1,2,1,0.0
9336,2000,1,2,0,0.0
9339,2000,0,1,1,0.0
9343,2000,0,1,1,1.0
9350,2000,0,2,0,1.0
9354,2000,1,3,0,0.0
9356,2000,1,2,1,0.0
9357,2000,1,2,0,0.0
9363,2000,0,3,1,0.0
9364,2000,0,2,0,0.0
9365,2000,0,3,1,1.0
9371,2000,0,3,0,0.0
9372,2000,0,3,0,0.0
9373,2000,0,2,1,0.0
9375,2000,1,3,0,0.0
9376,2000,0,2,0,0.0
9377,2000,0,1,0,0.0
9383,2000,0,2,1,0.0
9386,2000,0,2,0,0.0
9387,2000,0,2,0,0.0
9388,2000,0,2,0,0.0
9389,2000,1,3,1,0.0
9392,2000,0,1,1,0.0
9393,2000,0,2,1,1.0
9395,2000,0,3,0,1.0
9396,2000,0,3,1,1.0
9401,2000,1,2,0,1.0
9402,2000,1,3,0,0.0
9405,2000,0,2,1,0.0
9409,2000,0,1,0,1.0
9420,2000,0,2,1,0.0
9425,2000,0,2,0,0.0
9427,2000,1,2,1,1.0
9434,2000,0,3,1,0.0
9438,2000,0,3,0,0.0
9443,2000,0,3,0,0.0
9444,2000,0,2,1,0.0
9445,2000,0,2,1,0.0
9447,2000,0,3,0,0.0
9448,2000,0,2,1,0.0
9450,2000,0,1,1,0.0
9451,2000,0,3,0,0.0
9455,2000,0,2,1,0.0
9457,2000,0,1,1,0.0
9458,2000,0,2,1,0.0
9462,2000,1,3,0,0.0
9465,2000,0,2,1,0.0
9467,2000,0,3,1,0.0
9469,2000,0,3,0,0.0
9471,2000,0,3,0,0.0
9472,2000,0,2,1,0.0
9474,2000,0,3,0,0.0
9476,2000,0,2,1,0.0
9477,2000,0,3,1,0.0
9480,2000,0,3,0,1.0
9484,2000,0,3,1,1.0
9488,2000,0,2,1,0.0
9489,2000,0,1,1,0.0
9491,2000,0,3,0,0.0
9492,2000,0,2,1,0.0
9494,2000,0,3,1,0.0
9495,2000,1,2,0,1.0
9497,2000,0,2,1,0.0
9498,2000,0,2,1,0.0
9499,2000,0,3,1,0.0
9502,2000,0,3,1,0.0
9506,2000,0,1,0,1.0
9508,2000,0,2,0,1.0
9511,2000,0,3,0,1.0
9518,2000,0,2,1,0.0
9521,2000,0,3,1,0.0
9522,2000,0,3,1,0.0
9526,2000,0,2,1,0.0
9527,2000,0,3,1,0.0
9529,2000,0,3,0,0.0
9530,2000,0,3,1,0.0
9532,2000,0,3,1,1.0
9533,2000,0,2,1,1.0
9535,2000,0,2,1,0.0
9536,2000,0,3,1,0.0
9537,2000,0,3,0,0.0
9543,2000,0,2,1,0.0
9547,2000,1,1,1,1.0
9550,2000,0,2,1,0.0
9554,2000,0,3,0,0.0
9559,2000,0,1,1,0.0
9561,2000,1,3,0,0.0
9562,2000,1,2,0,0.0
9566,2000,0,2,0,0.0
9569,2000,1,2,1,1.0
9571,2000,0,3,1,1.0
9580,2000,0,3,1,0.0
9584,2000,0,3,0,0.0
9587,2000,0,3,0,0.0
9590,2000,1,2,0,0.0
9597,2000,1,3,0,0.0
9600,2000,0,2,0,0.0
9601,2000,0,3,1,0.0
9605,2000,0,2,1,0.0
9608,2000,0,2,1,0.0
9611,2000,0,2,1,0.0
9613,2000,0,2,1,0.0
9616,2000,1,2,1,1.0
9617,2000,1,2,1,0.0
9619,2000,0,2,0,1.0
9626,2000,0,2,1,1.0
9628,2000,0,2,0,0.0
9629,2000,1,2,1,0.0
9633,2000,0,2,1,0.0
9634,2000,0,3,0,0.0
9636,2000,0,3,1,0.0
9637,2000,1,3,0,0.0
9641,2000,0,3,1,0.0
9642,2000,1,2,1,1.0
9644,2000,0,2,1,0.0
9645,2000,0,2,1,0.0
9646,2000,0,2,1,1.0
9651,2000,1,2,0,0.0
9652,2000,0,2,1,1.0
9653,2000,0,2,1,0.0
9656,2000,0,2,0,0.0
9661,2000,0,3,0,1.0
9662,2000,0,2,0,1.0
9665,2000,0,3,1,0.0
9670,2000,0,2,0,0.0
9673,2000,0,2,1,1.0
9674,2000,0,3,1,0.0
9675,2000,0,2,0,1.0
9680,2000,0,2,0,1.0
9681,2000,0,2,0,0.0
9682,2000,0,3,1,0.0
9684,2000,0,2,1,1.0
9685,2000,1,2,0,0.0
9690,2000,1,3,1,1.0
9692,2000,0,2,1,1.0
9694,2000,0,3,0,1.0
9697,2000,0,3,0,0.0
9698,2000,0,2,0,1.0
9699,2000,1,2,0,0.0
9700,2000,0,3,0,1.0
9701,2000,0,2,0,1.0
9704,2000,1,1,1,1.0
9705,2000,0,2,0,0.0
9706,2000,1,3,0,1.0
9710,2000,1,3,1,0.0
9711,2000,0,2,1,0.0
9712,2000,0,2,0,1.0
9713,2000,0,2,1,0.0
9715,2000,0,2,0,0.0
9716,2000,0,2,1,0.0
9724,2000,0,3,0,0.0
9725,2000,0,2,1,1.0
9728,2000,0,3,0,0.0
9732,2000,0,2,0,1.0
9735,2000,0,3,1,0.0
9737,2000,1,2,0,1.0
9741,2000,0,2,1,0.0
9742,2000,0,2,0,1.0
9743,2000,1,2,0,0.0
9744,2000,0,2,1,1.0
9746,2000,0,2,1,0.0
9747,2000,1,2,1,0.0
9751,2000,0,3,1,0.0
9754,2000,0,3,0,0.0
9763,2000,1,2,1,0.0
9766,2000,1,2,1,0.0
9772,2000,0,1,1,0.0
9774,2000,0,2,0,0.0
9779,2000,0,3,1,0.0
9780,2000,0,2,1,1.0
9782,2000,0,1,0,0.0
9783,2000,0,3,1,0.0
9784,2000,0,2,1,0.0
9786,2000,1,2,0,0.0
9787,2000,0,1,1,0.0
9794,2000,0,3,1,1.0
9795,2000,1,3,0,1.0
9796,2000,0,3,1,0.0
9798,2000,0,2,1,1.0
9799,2000,0,1,1,0.0
9800,2000,0,3,0,0.0
9801,2000,1,2,1,0.0
9804,2000,0,2,1,0.0
9807,2000,1,2,1,1.0
9809,2000,0,2,0,0.0
9814,2000,0,2,1,0.0
9816,2000,1,2,0,0.0
9841,2000,0,2,0,0.0
9845,2000,1,3,1,0.0
9846,2000,0,2,1,1.0
9852,2000,0,2,0,1.0
9855,2000,0,2,1,1.0
9859,2000,1,2,1,0.0
9860,2000,0,1,0,1.0
9864,2000,0,3,0,0.0
9866,2000,1,2,1,0.0
9867,2000,1,3,1,1.0
9872,2000,1,1,1,1.0
9873,2000,0,3,0,0.0
9877,2000,0,3,0,0.0
9881,2000,0,2,1,0.0
9882,2000,0,3,1,1.0
9887,2000,0,3,0,0.0
9890,2000,1,3,1,0.0
9893,2000,1,2,1,1.0
9896,2000,0,1,1,0.0
9898,2000,0,2,0,0.0
9900,2000,0,2,1,0.0
9904,2000,0,2,1,0.0
9905,2000,0,3,0,0.0
9906,2000,0,2,1,0.0
9907,2000,1,3,0,0.0
9908,2000,0,3,0,1.0
9912,2000,0,3,1,1.0
9913,2000,0,3,1,0.0
9914,2000,0,3,1,0.0
9918,2000,0,3,1,0.0
9919,2000,0,3,1,0.0
9921,2000,0,3,1,0.0
9925,2000,0,2,1,0.0
9926,2000,0,3,0,1.0
9940,2000,1,2,1,0.0
9942,2000,0,2,0,0.0
9944,2000,0,3,1,0.0
9956,2000,0,2,0,0.0
9957,2000,0,2,1,0.0
9959,2000,0,2,1,0.0
9961,2000,0,2,1,0.0
9962,2000,1,2,0,0.0
9963,2000,0,3,0,0.0
9973,2000,0,2,1,0.0
9978,2000,0,3,1,0.0
9980,2000,0,3,0,0.0
9983,2000,0,2,1,0.0
9984,2000,0,2,1,0.0
9990,2000,0,2,1,0.0
9991,2000,1,3,1,1.0
9993,2000,1,3,1,1.0
10007,2000,0,2,1,0.0
10012,2000,0,2,1,0.0
10013,2000,1,3,1,0.0
10016,2000,0,1,1,0.0
10022,2000,0,2,1,0.0
10028,2000,0,2,1,1.0
10029,2000,1,1,0,0.0
10030,2000,1,2,1,0.0
10031,2000,0,2,1,0.0
10033,2000,1,1,0,0.0
10035,2000,0,3,1,0.0
10039,2000,0,3,0,0.0
10040,2000,0,2,0,0.0
10042,2000,0,2,0,1.0
10043,2000,1,3,1,1.0
10045,2000,0,2,0,0.0
10046,2000,0,1,1,1.0
10050,2000,0,3,0,0.0
10051,2000,0,3,0,1.0
10053,2000,1,3,1,0.0
10054,2000,0,2,0,1.0
10057,2000,1,2,0,1.0
10064,2000,0,2,0,1.0
10072,2000,0,3,1,0.0
10076,2000,0,3,0,0.0
10077,2000,0,2,0,0.0
10082,2000,0,2,1,0.0
10085,2000,0,3,1,1.0
10090,2000,0,2,0,0.0
10097,2000,0,3,0,0.0
10102,2000,0,2,1,1.0
10105,2000,0,3,1,1.0
10106,2000,1,2,1,0.0
10111,2000,1,3,0,0.0
10120,2000,0,2,1,0.0
10121,2000,1,3,0,0.0
10123,2000,0,3,1,0.0
10124,2000,0,3,0,0.0
10125,2000,0,2,1,0.0
10127,2000,0,2,1,0.0
10132,2000,0,3,1,0.0
10134,2000,0,3,1,0.0
10137,2000,0,3,1,1.0
10141,2000,1,3,0,0.0
10144,2000,0,2,1,0.0
10145,2000,0,2,0,1.0
10151,2000,0,2,1,0.0
10152,2000,0,3,0,0.0
10153,2000,1,3,1,0.0
10157,2000,0,3,1,1.0
10159,2000,0,2,0,0.0
10160,2000,0,2,0,0.0
10162,2000,0,3,1,0.0
10163,2000,1,2,1,0.0
10167,2000,1,1,0,1.0
10168,2000,0,3,1,1.0
10170,2000,0,3,0,0.0
10172,2000,0,1,1,0.0
10173,2000,1,3,0,0.0
10176,2000,0,2,1,0.0
10178,2000,0,2,0,0.0
10183,2000,0,2,0,1.0
10184,2000,0,3,1,0.0
10185,2000,0,3,1,0.0
10188,2000,0,1,0,0.0
10191,2000,0,2,0,0.0
10193,2000,0,2,1,0.0
10194,2000,1,3,0,0.0
10210,2000,1,3,0,1.0
10213,2000,0,2,1,1.0
10216,2000,0,3,1,0.0
10217,2000,0,2,0,0.0
10221,2000,0,2,0,0.0
10226,2000,1,2,0,0.0
10233,2000,0,1,0,0.0
10234,2000,0,3,1,0.0
10235,2000,1,2,0,0.0
10236,2000,1,3,0,1.0
10237,2000,0,2,1,0.0
10240,2000,0,3,1,0.0
10241,2000,1,3,1,0.0
10245,2000,0,2,0,1.0
10250,2000,0,2,1,0.0
10253,2000,0,2,1,0.0
10255,2000,0,3,1,0.0
10259,2000,0,3,1,0.0
10263,2000,0,3,1,0.0
10265,2000,1,3,1,0.0
10266,2000,1,2,1,0.0
10268,2000,0,2,0,0.0
10271,2000,0,2,0,0.0
10273,2000,0,2,0,0.0
10274,2000,0,2,0,0.0
10277,2000,1,1,1,0.0
10286,2000,1,2,1,0.0
10287,2000,0,3,1,0.0
10289,2000,0,2,1,1.0
10293,2000,0,2,1,0.0
10297,2000,1,1,0,0.0
10299,2000,0,3,0,1.0
10303,2000,0,3,1,1.0
10307,2000,0,2,1,1.0
10309,2000,1,1,1,0.0
10311,2000,1,3,0,0.0
10313,2000,0,2,0,0.0
10314,2000,0,2,0,0.0
10315,2000,1,3,0,0.0
10316,2000,0,2,1,0.0
10318,2000,0,2,1,0.0
10319,2000,0,2,1,0.0
10320,2000,0,3,1,0.0
10322,2000,1,1,1,1.0
10327,2000,0,3,0,0.0
10329,2000,0,3,1,0.0
10333,2000,0,2,1,0.0
10340,2000,0,1,1,0.0
10341,2000,0,2,0,1.0
10342,2000,0,2,1,0.0
10343,2000,1,2,1,0.0
10348,2000,0,2,1,0.0
10350,2000,0,3,1,0.0
10356,2000,1,3,0,0.0
10357,2000,1,2,1,0.0
10368,2000,0,2,1,1.0
10371,2000,0,3,1,0.0
10372,2000,0,3,0,0.0
10375,2000,0,2,0,0.0
10376,2000,0,3,0,1.0
10377,2000,0,3,0,0.0
10378,2000,0,3,1,0.0
10379,2000,1,3,1,0.0
10381,2000,1,2,1,0.0
10382,2000,0,2,1,0.0
10384,2000,1,2,0,0.0
10389,2000,0,2,1,1.0
10391,2000,0,2,0,0.0
10394,2000,0,2,0,1.0
10395,2000,0,2,0,0.0
10402,2000,1,2,1,0.0
10404,2000,0,2,1,0.0
10407,2000,1,1,1,0.0
10411,2000,0,2,0,0.0
10414,2000,0,3,0,0.0
10415,2000,0,2,1,0.0
10429,2000,0,3,0,0.0
10430,2000,0,3,0,0.0
10431,2000,1,3,0,1.0
10433,2000,1,2,1,0.0
10434,2000,0,3,1,0.0
10435,2000,0,2,0,0.0
10436,2000,0,2,1,1.0
10441,2000,1,3,1,0.0
10452,2000,0,1,0,0.0
10454,2000,0,2,1,0.0
10455,2000,0,2,1,0.0
10457,2000,0,2,1,1.0
10465,2000,0,1,0,0.0
10485,2000,0,2,0,0.0
10487,2000,0,2,0,0.0
10493,2000,0,2,0,0.0
10494,2000,1,2,0,0.0
10496,2000,0,3,1,0.0
10498,2000,0,3,1,1.0
10502,2000,0,3,1,0.0
10506,2000,0,3,1,1.0
10507,2000,1,2,0,1.0
10510,2000,0,2,0,1.0
10516,2000,0,3,1,0.0
10517,2000,1,2,1,0.0
10548,2000,0,1,0,1.0
10555,2000,0,2,0,0.0
10556,2000,0,2,1,0.0
10562,2000,0,1,0,0.0
10570,2000,0,2,1,0.0
10574,2000,1,2,0,0.0
10576,2000,0,3,1,0.0
10582,2000,0,3,0,0.0
10583,2000,1,2,1,0.0
10584,2000,0,3,0,0.0
10585,2000,0,2,1,0.0
10588,2000,0,3,0,0.0
10589,2000,1,2,0,0.0
10590,2000,0,3,0,1.0
10593,2000,0,3,1,1.0
10594,2000,0,3,1,0.0
10596,2000,0,3,1,1.0
10599,2000,0,2,1,0.0
10603,2000,0,3,1,0.0
10605,2000,0,2,1,1.0
10607,2000,0,3,1,1.0
10609,2000,0,2,1,0.0
10611,2000,0,3,1,0.0
10614,2000,0,2,1,0.0
10619,2000,0,3,1,0.0
10624,2000,0,3,1,0.0
10626,2000,0,2,0,0.0
10630,2000,1,3,1,0.0
10632,2000,0,2,0,0.0
10634,2000,0,3,0,0.0
10635,2000,0,3,0,0.0
10637,2000,0,3,1,0.0
10638,2000,0,3,0,0.0
10639,2000,0,3,1,0.0
10643,2000,1,3,0,0.0
10644,2000,0,3,0,0.0
10649,2000,0,3,0,0.0
10650,2000,0,2,1,0.0
10652,2000,0,2,1,0.0
10653,2000,0,2,1,0.0
10655,2000,0,2,1,0.0
10656,2000,0,3,1,0.0
10657,2000,0,2,1,1.0
10659,2000,0,2,1,0.0
10661,2000,1,2,1,1.0
10662,2000,0,3,1,0.0
10667,2000,1,3,1,0.0
10668,2000,0,2,1,0.0
10669,2000,1,2,1,0.0
10670,2000,0,3,0,1.0
10678,2000,0,2,1,0.0
10680,2000,0,3,0,1.0
10683,2000,0,2,0,1.0
10684,2000,0,1,0,0.0
10691,2000,0,2,1,0.0
10695,2000,1,3,0,0.0
10702,2000,0,3,0,1.0
10703,2000,0,2,1,0.0
10707,2000,0,3,1,0.0
10712,2000,1,2,0,0.0
10719,2000,0,2,0,0.0
10721,2000,0,3,0,1.0
10722,2000,0,3,1,1.0
10727,2000,1,3,1,0.0
10730,2000,0,2,0,1.0
10731,2000,0,3,1,0.0
10732,2000,1,3,1,0.0
10733,2000,0,1,1,0.0
10735,2000,0,2,1,0.0
10738,2000,0,2,1,0.0
10739,2000,0,2,0,0.0
10740,2000,0,3,1,0.0
10744,2000,0,2,0,0.0
10746,2000,1,2,1,1.0
10751,2000,0,2,1,0.0
10769,2000,0,3,0,1.0
10771,2000,0,3,0,0.0
10772,2000,0,3,1,1.0
10776,2000,0,3,0,0.0
10778,2000,0,3,1,0.0
10779,2000,0,1,1,0.0
10780,2000,0,2,1,0.0
10788,2000,0,3,0,0.0
10790,2000,0,2,1,0.0
10791,2000,0,3,0,0.0
10794,2000,0,2,1,1.0
10802,2000,1,2,0,1.0
10808,2000,0,3,1,0.0
10810,2000,0,2,1,0.0
10811,2000,0,3,0,1.0
10813,2000,0,2,0,0.0
10814,2000,0,3,0,0.0
10816,2000,0,2,0,0.0
10822,2000,0,2,1,0.0
10823,2000,0,2,1,1.0
10826,2000,1,1,1,0.0
10827,2000,0,3,0,0.0
10828,2000,0,3,1,0.0
10830,2000,1,2,1,0.0
10832,2000,0,3,1,0.0
10834,2000,1,3,0,1.0
10835,2000,0,3,0,0.0
10836,2000,0,3,0,0.0
10841,2000,0,3,0,0.0
10843,2000,1,2,0,0.0
10845,2000,0,2,1,0.0
10847,2000,0,3,1,0.0
10848,2000,0,2,0,1.0
10849,2000,0,3,1,0.0
10850,2000,0,3,0,0.0
10854,2000,0,3,0,1.0
10857,2000,0,2,0,0.0
10858,2000,0,2,1,0.0
10859,2000,0,3,0,0.0
10862,2000,0,1,1,0.0
10863,2000,1,3,0,0.0
10865,2000,1,3,1,0.0
10867,2000,0,2,1,0.0
10868,2000,0,2,0,0.0
10871,2000,0,2,1,0.0
10873,2000,0,3,1,0.0
10875,2000,0,2,1,0.0
10877,2000,0,2,1,0.0
10880,2000,0,2,1,0.0
10881,2000,0,2,1,0.0
10882,2000,0,2,1,0.0
10886,2000,0,3,1,0.0
10887,2000,0,2,1,0.0
10888,2000,0,2,1,0.0
10890,2000,1,2,0,0.0
10891,2000,0,3,1,0.0
10892,2000,0,3,1,0.0
10893,2000,0,1,1,0.0
10897,2000,0,1,0,0.0
10898,2000,0,2,1,0.0
10899,2000,0,2,1,0.0
10907,2000,0,2,0,1.0
10923,2000,0,2,1,0.0
10926,2000,1,1,0,0.0
10929,2000,0,2,0,0.0
10930,2000,0,2,0,1.0
10933,2000,0,3,1,0.0
10935,2000,0,3,1,1.0
10936,2000,0,3,1,1.0
10938,2000,1,3,1,1.0
10939,2000,0,3,1,0.0
10942,2000,0,2,1,1.0
10946,2000,0,3,1,0.0
10948,2000,0,2,0,1.0
10951,2000,1,1,1,0.0
10953,2000,0,3,1,0.0
10970,2000,0,1,0,0.0
10971,2000,0,3,0,0.0
10976,2000,0,3,0,0.0
10978,2000,1,3,1,1.0
10983,2000,1,3,0,1.0
10984,2000,0,2,0,0.0
10985,2000,0,2,1,0.0
10986,2000,0,2,0,0.0
10987,2000,0,2,0,0.0
10988,2000,1,2,1,0.0
10989,2000,0,3,1,0.0
10994,2000,1,3,1,0.0
10995,2000,1,2,1,0.0
10996,2000,0,2,1,0.0
10998,2000,0,2,1,0.0
10999,2000,0,2,1,0.0
11001,2000,0,3,1,0.0
11002,2000,0,2,0,0.0
11003,2000,0,1,1,0.0
11006,2000,0,2,1,1.0
11010,2000,0,3,0,0.0
11012,2000,0,2,0,0.0
11013,2000,1,3,0,0.0
11014,2000,0,2,0,0.0
11015,2000,0,3,1,0.0
11016,2000,0,1,1,0.0
11017,2000,1,3,1,0.0
11018,2000,1,2,0,1.0
11019,2000,0,2,1,0.0
11023,2000,0,2,0,0.0
11026,2000,1,3,0,0.0
11027,2000,1,3,0,0.0
11028,2000,1,1,1,0.0
11029,2000,0,3,1,0.0
11030,2000,0,3,1,1.0
11032,2000,0,2,1,0.0
11038,2000,1,2,1,0.0
11040,2000,1,3,0,0.0
11041,2000,0,2,1,1.0
11043,2000,0,3,0,0.0
11044,2000,0,3,1,0.0
11047,2000,0,2,0,0.0
11050,2000,0,1,1,0.0
11051,2000,0,3,0,0.0
11053,2000,1,2,1,0.0
11056,2000,0,3,0,1.0
11057,2000,0,2,1,1.0
11060,2000,1,3,0,0.0
11061,2000,0,2,0,0.0
11062,2000,0,3,1,0.0
11063,2000,0,2,0,1.0
11064,2000,1,2,1,0.0
11068,2000,0,2,1,0.0
11071,2000,1,2,0,0.0
11072,2000,0,2,1,0.0
11073,2000,0,2,0,0.0
11074,2000,0,2,1,0.0
11076,2000,0,2,1,0.0
11078,2000,0,2,0,1.0
11081,2000,0,2,1,0.0
11082,2000,1,2,1,1.0
11083,2000,0,2,1,0.0
11085,2000,0,2,0,0.0
11088,2000,0,2,1,0.0
11090,2000,0,3,0,0.0
11091,2000,0,2,1,1.0
11093,2000,0,3,0,1.0
11094,2000,0,1,1,0.0
11101,2000,0,3,1,0.0
11105,2000,1,2,0,0.0
11109,2000,0,2,0,0.0
11110,2000,0,3,1,0.0
11117,2000,0,3,1,0.0
11118,2000,0,2,0,0.0
11121,2000,0,3,0,0.0
11122,2000,0,3,0,0.0
11125,2000,0,3,0,0.0
11127,2000,1,3,0,0.0
11133,2000,1,3,1,0.0
11135,2000,0,3,0,0.0
11137,2000,0,2,0,0.0
11138,2000,0,2,0,0.0
11141,2000,1,2,0,1.0
11143,2000,1,3,0,0.0
11148,2000,1,3,1,0.0
11151,2000,0,3,1,0.0
11152,2000,0,3,0,0.0
11153,2000,0,2,1,1.0
11155,2000,0,2,1,1.0
11156,2000,0,3,1,1.0
11157,2000,0,2,0,0.0
11158,2000,0,3,1,0.0
11161,2000,1,2,1,1.0
11163,2000,0,2,1,0.0
11169,2000,0,3,1,0.0
11170,2000,0,3,0,0.0
11172,2000,0,2,1,0.0
11173,2000,1,2,0,1.0
11178,2000,0,3,0,0.0
11180,2000,0,3,1,1.0
11181,2000,0,3,0,0.0
11183,2000,0,3,1,0.0
11187,2000,1,2,1,1.0
11199,2000,0,3,0,0.0
11201,2000,0,2,0,0.0
11202,2000,0,2,0,0.0
11204,2000,1,2,0,0.0
11208,2000,0,3,1,0.0
11210,2000,0,3,0,0.0
11212,2000,0,3,1,1.0
11216,2000,0,3,1,0.0
11220,2000,0,2,1,0.0
11222,2000,0,2,1,0.0
11224,2000,0,2,1,0.0
11228,2000,1,2,1,0.0
11231,2000,0,2,1,0.0
11233,2000,0,2,0,0.0
11234,2000,0,3,0,0.0
11237,2000,1,2,1,0.0
11238,2000,0,3,0,0.0
11246,2000,0,2,1,1.0
11247,2000,0,3,1,0.0
11248,2000,1,1,0,0.0
11250,2000,1,2,1,1.0
11252,2000,0,2,1,1.0
11255,2000,1,3,0,0.0
11257,2000,0,3,0,0.0
11259,2000,0,2,1,0.0
11261,2000,0,3,0,0.0
11263,2000,0,1,0,0.0
11264,2000,1,2,1,0.0
11270,2000,1,2,0,1.0
11271,2000,1,3,1,0.0
11273,2000,0,1,1,0.0
11278,2000,0,2,1,0.0
11280,2000,0,3,0,0.0
11282,2000,0,2,1,1.0
11285,2000,0,2,0,1.0
11289,2000,0,2,1,0.0
11291,2000,1,2,1,0.0
11294,2000,0,2,0,1.0
11295,2000,0,3,1,1.0
11299,2000,1,1,1,1.0
11302,2000,1,3,1,0.0
11309,2000,1,3,0,1.0
11310,2000,0,3,1,0.0
11312,2000,0,3,0,1.0
11316,2000,1,2,1,0.0
11321,2000,1,3,0,0.0
11323,2000,0,3,1,0.0
11325,2000,0,2,1,0.0
11328,2000,1,2,0,0.0
11329,2000,1,2,1,0.0
11331,2000,0,3,1,0.0
11335,2000,1,3,1,0.0
11336,2000,1,2,1,0.0
11338,2000,1,2,1,1.0
11339,2000,0,2,1,0.0
11341,2000,0,2,1,0.0
11343,2000,1,3,1,0.0
11344,2000,1,2,0,0.0
11345,2000,0,2,0,0.0
11346,2000,0,2,0,0.0
11347,2000,0,3,0,0.0
11348,2000,1,2,1,0.0
11350,2000,1,3,0,0.0
11352,2000,0,2,1,0.0
11354,2000,0,2,1,1.0
11357,2000,0,3,1,1.0
11358,2000,1,2,1,0.0
11359,2000,0,2,0,1.0
11360,2000,0,3,1,0.0
11361,2000,0,2,0,1.0
11370,2000,0,3,1,0.0
11372,2000,0,2,1,0.0
11374,2000,1,3,0,1.0
11375,2000,0,2,1,0.0
11379,2000,0,2,1,0.0
11386,2000,0,3,1,0.0
11389,2000,0,2,0,0.0
11392,2000,0,2,1,0.0
11393,2000,0,3,0,1.0
11394,2000,0,3,1,0.0
11397,2000,0,2,1,0.0
11402,2000,0,2,0,0.0
11404,2000,0,2,0,0.0
11406,2000,1,3,0,0.0
11408,2000,0,3,0,1.0
11412,2000,1,3,1,0.0
11413,2000,0,2,1,0.0
11414,2000,0,2,1,0.0
11416,2000,0,3,0,0.0
11418,2000,0,3,1,0.0
11419,2000,0,2,0,0.0
11421,2000,0,3,0,0.0
11422,2000,0,2,1,0.0
11423,2000,1,2,0,0.0
11424,2000,0,2,1,0.0
11427,2000,0,3,0,0.0
11430,2000,0,3,1,0.0
11431,2000,0,2,1,0.0
11433,2000,0,2,1,1.0
11440,2000,0,2,0,0.0
11443,2000,0,2,0,0.0
11446,2002,0,2,0,0.0
11454,2002,0,1,0,1.0
11460,2002,0,1,1,1.0
11466,2002,1,3,0,0.0
11468,2002,0,2,0,0.0
11471,2002,1,2,1,1.0
11472,2002,0,3,1,0.0
11474,2002,0,3,1,0.0
11475,2002,0,2,0,1.0
11476,2002,1,1,1,0.0
11482,2002,0,3,1,0.0
11483,2002,0,2,1,0.0
11484,2002,0,2,1,1.0
11485,2002,0,3,1,0.0
11486,2002,0,3,1,0.0
11503,2002,0,1,1,0.0
11504,2002,0,1,1,0.0
11506,2002,0,3,0,0.0
11508,2002,0,2,1,0.0
11511,2002,0,2,0,1.0
